Row Idx,Title,Candidate Idx,Candidate Title,Score
229,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga - Loyal,2163,Chris Brown - Loyal,0.46436652827587566
230,American Authors - Best Day Of My Life,2172,American Authors - Best Day of My Life,0.9988647210350433
231,Tove Lo - Habits (Stay High),41750,Tove Lo - Habits (Stay High),0.9982637018014225
232,Calvin Harris - Summer,44655,Calvin Harris - My Way,0.7216670864819985
233,Charli XCX - Boom Clap,2202,Charli XCX - Boom Clap,0.9990148653870292
234,Beyonce Featuring Jay Z - Drunk In Love,56384,Beyoncé - Drunk in Love,0.6859873456319916
235,Nicki Minaj - Anaconda,39001,Nicki Minaj - Anaconda,0.9949465545753297
236,Ariana Grande Featuring Zedd - Break Free,2232,Ariana Grande - Break Free,0.7831508946885141
237,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona - Bailando,2242,Enrique Iglesias - Bailando,0.6743312453295
238,Ellie Goulding - Burn,774,Ellie Goulding - On My Mind,0.7305957662076434
239,Jason Derulo Featuring Snoop Dogg - Wiggle,2262,Jason Derulo - Wiggle,0.7565570613685892
240,Clean Bandit Featuring Jess Glynne - Rather Be,39957,Clean Bandit & Jess Glynne - Real Love,0.749626375581568
241,Jeremih Featuring YG - Don't Tell 'Em,2285,Jeremih - Don’t Tell Em (Remix),0.5554918162441591
242,Kid Ink Featuring Chris Brown - Show Me,43543,Kid Ink - Show Me,0.6735551245798949
243,Miley Cyrus - Wrecking Ball,1135,Miley Cyrus - Wrecking Ball,0.997952396558696
244,Justin Timberlake - Not A Bad Thing,2302,Justin Timberlake - Not a Bad Thing,0.9988152175293862
245,Katy Perry - Roar,1056,Katy Perry - Roar,0.9978039551314504
246,Paramore - Ain't It Fun,2311,Paramore - Ain’t It Fun,0.8015038001797727
247,Aloe Blacc - The Man,2327,Aloe Blacc - The Man,0.9985576875570484
248,Florida Georgia Line Featuring Luke Bryan - This Is How We Roll,2331,Florida Georgia Line - This Is How We Roll,0.8215899724929346
249,MKTO - Classic,2342,MKTO - Classic,0.9975456619666868
250,Coldplay - A Sky Full Of Stars,2349,Coldplay - A Sky Full of Stars,0.9990377251759707
251,Ed Sheeran - Don't,45420,Ed Sheeran - Kiss Me,0.6154491785261675
252,Trey Songz - Na Na,2370,Trey Songz - Na Na,0.9991703320586828
253,Bobby Shmurda - Hot Boy,17091,Bobby Shmurda - Hot Nigga,0.8252490757077122
254,"Drake Featuring Majid Jordan - Hold On, We're Going Home",52947,"Drake - Hold On, We’re Going Home",0.6074529469462487
255,Ed Sheeran - Sing,45420,Ed Sheeran - Kiss Me,0.7059960331376025
256,Imagine Dragons - Radioactive,988,Imagine Dragons - Radioactive,0.9966860767718364
257,YG Featuring Jeezy & Rich Homie Quan - My Hitta,2397,YG - My Hitta,0.5436387496634801
258,Echosmith - Cool Kids,51616,Echosmith - Cool Kids,0.9962044884654114
259,Avicii - Hey Brother,2416,Avicii - Hey Brother,0.9994983500579411
260,Jason Derulo - Trumpets,54915,Jason Derulo - Trumpets,0.9979992696281954
261,Maroon 5 - Animals,55936,Maroon 5 - Animals,0.9988919826023346
262,Jason Aldean - Burnin' It Down,2446,Jason Aldean - Burnin’ It Down,0.8774023181084343
263,Luke Bryan - Play It Again,2455,Luke Bryan - Play It Again,0.9986435894478003
264,Tinashe Featuring ScHoolboy Q - 2 On,7866,ScHoolboy Q - Live Again,0.6167423377569343
265,Florida Georgia Line - Dirt,36730,Florida Georgia Line - Angel,0.8151068695179055
266,OneRepublic - Love Runs Out,27412,OneRepublic - Love Runs Out,0.9993206897241479
267,Brantley Gilbert - Bottoms Up,55857,Brantley Gilbert - Bottoms Up,0.9994880776172455
268,Becky G - Shower,2502,Becky G - Shower,0.9997862377248611
269,Rixton - Me And My Broken Heart,2511,Rixton - Me and My Broken Heart,0.9982521685166237
270,Martin Garrix - Animals,57874,Martin Garrix - No Sleep,0.6221561977737722
271,Rich Gang Featuring Young Thug & Rich Homie Quan - Lifestyle,36011,Rich Gang - Lifestyle,0.7104252422873505
272,Kenny Chesney - American Kids,32221,Kenny Chesney - American Kids,0.9965404716437046
273,Sara Bareilles - Brave,53680,Sara Bareilles - Love Song,0.7791992814650217
274,The Neighbourhood - Sweater Weather,2551,The Neighbourhood - Sweater Weather,0.9940952040894663
275,Sam Hunt - Leave The Night On,2561,Sam Hunt - Leave the Night On,0.9995915754304501
276,Chris Brown Featuring Usher & Rick Ross - New Flame,2571,Chris Brown - New Flame,0.7020131675818138
277,Michael Jackson & Justin Timberlake - Love Never Felt So Good,57782,Michael Jackson & Justin Timberlake - Love Never Felt So Good,0.9967056697516242
278,Dierks Bentley - Drunk On A Plane,2590,Dierks Bentley - Drunk on a Plane,0.9993643847919316
279,Katy Perry - Birthday,2607,Katy Perry - Birthday,0.9985666774579627
280,Lady Antebellum - Bartender,53016,Lady Antebellum - Bartender,0.998151135419885
281,Naughty Boy Featuring Sam Smith - La La La,2623,Naughty Boy - La La La,0.8274202266756049
282,Robin Thicke Featuring T.I. + Pharrell - Blurred Lines,52440,Robin Thicke - Blurred Lines,0.7321989894752845
283,Lady Gaga Featuring R. Kelly - Do What U Want,49685,Lady Gaga - Do What U Want,0.7823937270767501
284,Shakira Featuring Rihanna - Can't Remember To Forget You,2640,Shakira - Can’t Remember to Forget You,0.7484669709718323
285,5 Seconds Of Summer - Amnesia,2651,5 Seconds of Summer - Amnesia,0.9988440059306364
286,T.I. Featuring Iggy Azalea - No Mediocre,2660,T.I. - No Mediocre,0.6926429448881699
287,KONGOS - Come With Me Now,44933,KONGOS - Come With Me Now,0.9991997783555664
288,Lil Wayne Featuring Drake - Believe Me,55782,Lil Wayne - Believe Me,0.7711891382464082
289,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J - 23",54861,Mike WiLL Made-It - 23,0.6068822221481334
290,Jake Owen - Beachin',2700,Jake Owen - Beachin’,0.8416514676126046
291,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis - White Walls,2709,Macklemore & Ryan Lewis - White Walls,0.7523282562452888
292,5 Seconds Of Summer - She Looks So Perfect,2719,5 Seconds of Summer - She Looks So Perfect,0.9991134185079359
293,Zedd Featuring Hayley Williams - Stay The Night,2728,Zedd - Stay the Night,0.6501999453801081
294,Beyonce - Partition,52949,Beyoncé - Partition,0.859029596931143
